TIME,year,month,T#AT#IT,T#AU#IT,T#BE#IT,T#CH#IT,T#CY#IT,T#CZ#IT,T#DE#IT,T#DK#IT,T#ES#IT,T#FR#IT,T#GB#IT,T#GR#IT,T#HR#IT,T#HU#IT,T#IL#IT,T#MT#IT,T#NL#IT,T#NO#IT,T#PL#IT,T#PT#IT,T#RO#IT,T#RU#IT,T#SE#IT,T#SI#IT,T#SK#IT,T#TR#IT,T#US#IT,C#BEL#gdp,C#ITA#gdp,C#DEU#gdp,C#FRA#gdp,C#ESP#gdp,C#IRL#gdp,C#BEL#inflazione,C#ITA#inflazione,C#DEU#inflazione,C#FRA#inflazione,C#ESP#inflazione,C#IRL#inflazione
2018-07-01,2018,7,957250.57,381769.71,300950.43,418706.86,56912.14,266411.0,7456602.43,,191883.71,2309799.29,718184.14,104360.0,209639.86,319716.0,46763.14,51353.57,1311514.14,46444.43,454696.71,18713.29,145786.14,41345.29,44725.43,428491.43,94028.0,112423.43,1157285.14,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94,2.05,1.14,1.73,1.85,1.67,0.49
2018-08-01,2018,8,949276.29,394987.0,287562.43,349708.57,59129.86,275501.43,6938345.43,,182050.0,2077362.14,664185.29,97586.14,179054.29,328164.29,,47923.71,1226190.43,46236.0,491110.43,18749.57,137433.86,67910.43,35761.14,387576.0,88404.14,108327.29,1153596.29,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94,2.05,1.14,1.73,1.85,1.67,0.49
2018-09-01,2018,9,908878.86,370739.0,295723.29,363716.86,61636.71,270111.14,6837219.71,167875.43,182283.71,2099772.43,672229.71,100495.0,166957.43,324920.57,,59485.71,1255639.86,42092.57,486673.0,25401.29,119115.29,,35258.71,387774.57,87712.0,108475.71,1127656.0,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94,2.05,1.14,1.73,1.85,1.67,0.49
2018-10-01,2018,10,927480.29,361114.57,309771.71,356569.57,62550.29,259380.0,6906634.29,213329.29,189636.71,2114811.86,669543.57,96493.86,150536.14,330491.0,,55805.57,1265928.29,43114.57,550048.86,44742.29,,,33169.0,389327.86,90175.86,120884.86,1160165.29,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94,2.05,1.14,1.73,1.85,1.67,0.49
2018-11-01,2018,11,948056.14,360675.43,322206.71,364426.43,60860.86,231344.86,7072169.29,227295.43,199916.14,2194824.43,686029.29,101973.43,154963.29,335601.0,,59579.71,1316241.57,54839.57,573755.29,57183.43,120648.43,,32514.43,389162.0,86858.0,,1312700.43,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94,2.05,1.14,1.73,1.85,1.67,0.49
2018-12-01,2018,12,881670.14,354044.86,305204.29,351620.71,57103.14,203573.86,6650284.57,221977.43,185330.57,2129175.71,650464.29,87416.57,126263.86,318905.86,,48424.71,1326617.14,51703.86,527077.86,57019.86,112123.0,,29282.43,388446.43,81813.14,,1358119.43,47544.98,34622.17,47939.28,41557.85,30379.72,79446.94,2.05,1.14,1.73,1.85,1.67,0.49
2019-01-01,2019,1,833944.14,307823.43,315381.29,364348.57,45926.57,208563.43,6658880.57,224895.71,198454.71,2108971.29,652040.71,84985.86,110816.29,316365.29,,53217.29,1340414.14,52887.14,543159.86,64801.57,111899.14,,36565.14,389581.86,87707.86,,1337593.57,47415.94,34486.68,47777.26,41406.0,30265.69,79647.13,,1.06,1.69,1.74,1.54,0.55
2019-02-01,2019,2,831571.0,302806.0,326144.71,336894.71,42054.14,183735.86,6678476.57,173238.43,214174.71,2130682.86,617361.43,88381.86,100277.86,301782.0,,56620.29,1257138.86,52824.71,554729.86,73658.29,113492.57,,36971.86,381113.86,83716.43,,1257650.14,47286.91,34351.19,47615.24,41254.15,30151.66,79847.33,,,1.65,1.64,,
2019-03-01,2019,3,872638.71,308058.29,366341.14,397309.14,42646.29,183311.86,7447548.43,156786.57,240367.57,,676912.43,93193.71,100526.14,312868.0,60170.14,54733.86,1377143.71,53119.86,591200.71,76527.14,120653.57,,38978.71,,96546.14,,1268087.71,47157.87,34215.7,47453.22,41102.3,30037.63,80047.52,,,1.61,1.53,,
2019-04-01,2019,4,862860.86,379318.14,353670.57,394307.43,45110.0,190489.29,7683578.14,137528.57,,2351448.71,669975.43,93592.29,87148.86,328493.71,74476.29,51273.29,1318493.43,59793.14,582264.86,81237.86,122425.14,,35972.29,421304.0,103925.0,,1225291.29,47028.83,34080.22,47291.2,40950.45,29923.61,80247.72,1.7,0.84,1.57,1.43,1.12,0.75
2019-05-01,2019,5,846764.29,378647.71,333262.71,399280.71,42592.0,208028.57,7767884.0,91416.14,272621.86,2464118.57,674851.29,96753.86,92773.0,320363.71,60796.29,56480.43,1344910.71,70077.0,624202.43,68823.29,134836.43,,40080.0,403258.86,93922.43,,1167306.86,46899.8,33944.73,47129.18,40798.6,29809.58,80447.91,1.61,0.76,1.53,1.32,0.98,0.81
2019-06-01,2019,6,845449.43,378910.43,340632.57,366428.86,44382.29,239359.29,7596385.29,80381.43,302549.71,2485216.43,655186.86,95181.43,80113.43,296988.14,42330.29,48803.71,1311302.86,61086.0,659493.57,67317.43,121026.86,,43562.29,405575.29,101367.29,90761.57,1111178.0,46770.76,33809.24,46967.16,40646.75,29695.55,80648.11,1.52,0.69,1.49,1.21,0.84,0.87
2019-07-01,2019,7,871475.57,361135.14,360907.43,435456.29,44745.71,293078.57,8097299.57,81827.71,343826.43,2610028.86,734736.0,100886.43,82384.71,321059.29,51055.86,58290.29,1409954.29,63912.71,,83630.86,128152.14,,49380.86,417271.14,97898.86,83105.14,1241132.71,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3,1.44,0.61,1.45,1.11,0.7,0.94
2019-08-01,2019,8,832738.86,380852.29,307600.86,433130.43,35855.86,265597.43,7488531.29,70124.29,328050.57,2383106.43,693568.29,91776.57,69575.14,285017.29,62838.71,52957.43,1236518.14,,774507.29,74895.0,114455.71,,41413.14,385530.57,89614.43,116180.86,1225228.0,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3,1.44,0.61,1.45,1.11,0.7,0.94
2019-09-01,2019,9,826936.71,336019.57,305916.71,443784.86,38284.29,270642.0,7408012.86,67066.0,332373.57,2446395.0,677092.57,91833.71,69227.71,312189.43,59410.14,58920.71,1325935.0,,769130.86,80940.86,119715.14,,41325.86,384814.57,104743.57,120045.71,1257699.0,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3,1.44,0.61,1.45,1.11,0.7,0.94
2019-10-01,2019,10,831626.14,301385.0,301494.14,462432.43,39873.14,293898.0,7467017.71,72454.29,363138.14,2427980.86,691305.86,102338.14,67123.86,303665.86,68912.86,60062.86,1349112.0,,796762.0,96447.43,120012.71,,42714.57,360173.71,104572.86,111000.14,1357137.71,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3,1.44,0.61,1.45,1.11,0.7,0.94
2019-11-01,2019,11,811705.43,209615.43,312369.86,469419.43,43902.29,268423.57,7369528.0,59366.57,354296.57,2500166.29,689057.14,92823.57,72400.57,281442.86,66007.0,54825.57,1391020.29,,782376.57,94391.57,124301.57,61120.57,44910.14,360449.86,107263.71,124405.71,1431081.0,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3,1.44,0.61,1.45,1.11,0.7,0.94
2019-12-01,2019,12,,181690.29,306645.86,450112.57,35105.71,248669.71,6916959.0,77563.43,361623.14,2265937.43,650741.71,88742.43,69495.43,243468.43,74257.29,42730.0,1271606.43,,689353.29,95781.86,117864.71,64824.86,45317.29,347467.29,111396.0,125592.71,1438758.14,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3,1.44,0.61,1.45,1.11,0.7,0.94
2020-01-01,2020,1,,173737.86,268005.0,444412.86,40033.14,239419.29,6979605.14,74991.43,325417.29,2300138.86,662264.57,89080.43,65953.14,264265.29,80959.57,46112.29,1329340.86,,637262.86,100622.14,109883.0,48709.71,39670.57,354792.86,100506.29,122785.71,1352890.86,46494.19,33423.63,46797.19,40307.02,29210.49,81580.41,1.34,0.5,1.26,1.02,0.55,0.76
2020-02-01,2020,2,688038.0,163671.86,262297.14,392140.57,40387.29,182381.29,6917403.14,77150.57,290252.0,2353964.57,644327.29,94947.86,65435.86,225788.0,80254.43,48936.0,1216850.29,,548849.86,100951.14,,46458.0,36958.0,355100.0,,120442.86,1203496.0,46346.66,33173.51,46789.23,40119.14,,,1.24,0.4,,0.93,0.41,0.58
2020-03-01,2020,3,726973.86,131494.0,286329.43,417937.43,,224788.71,7605973.14,81365.43,300525.14,2558217.0,650491.0,100158.57,78417.29,275519.57,71547.57,53262.86,1368577.0,95448.86,618695.86,112407.0,104602.57,47451.57,39768.71,406987.0,,110303.29,1328445.43,,,46781.28,,,,,,,,,0.39
2020-04-01,2020,4,669614.43,132291.57,256901.29,401997.57,58476.43,189118.0,7059945.86,76511.86,255474.43,2288415.29,594308.71,85586.71,78905.14,217985.71,68408.14,42017.29,1286913.71,111260.14,591284.71,99646.71,90883.71,46698.29,40526.0,364518.71,133976.43,,1205083.43,46051.6,32673.28,46773.33,39743.38,28097.39,83776.75,1.04,0.18,0.7,0.75,0.12,0.21
2020-05-01,2020,5,611371.29,99124.43,232012.57,387647.14,54264.57,217744.86,6813504.43,77251.57,199897.0,2176798.71,,79954.43,83305.43,212262.57,58995.0,43073.43,1256220.43,105113.43,563430.43,85215.57,82805.0,42558.86,41540.14,363804.71,124320.71,,1082725.14,45904.07,32423.16,46765.38,39555.5,27726.36,84508.86,0.94,0.08,0.52,0.66,-0.03,0.03
2020-06-01,2020,6,569150.43,95207.43,201053.14,396936.29,44637.0,238818.57,6640409.14,78486.71,169675.29,2104595.57,,90513.71,76782.29,189670.43,68149.43,46807.14,1149433.29,106484.43,621880.0,86583.29,80809.29,52401.71,43224.86,356148.29,116119.43,,1010147.86,45756.53,32173.04,46757.43,39367.62,27355.33,85240.98,0.84,-0.03,0.33,0.57,-0.18,-0.15
2020-07-01,2020,7,576239.0,91103.57,195982.43,407530.57,48165.86,240787.71,7131037.29,73250.43,161533.71,2217314.43,450649.43,109228.0,86596.71,206716.71,56237.86,51545.0,1208902.71,99023.57,705809.43,88681.0,94671.43,50635.57,41397.71,357128.57,121237.43,,1006853.86,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09,0.74,-0.14,0.14,0.48,-0.32,-0.33
2020-08-01,2020,8,533436.29,76828.57,191720.57,379305.86,45332.57,213366.0,6557544.0,67145.14,149936.71,1871708.71,400267.0,102942.0,80294.0,170346.29,50191.86,49019.57,1055500.86,86903.29,681925.43,77049.14,91711.57,,44417.57,,116781.14,,1030990.57,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09,0.74,-0.14,0.14,0.48,-0.32,-0.33
2020-09-01,2020,9,516068.43,63346.57,161951.43,373499.29,45818.57,219785.14,6602323.0,65029.71,152890.43,1839309.14,388826.14,95636.71,85803.43,196649.0,42434.29,36428.57,1089266.14,74296.29,684933.14,82755.57,90371.57,,41562.57,,102276.86,,1094680.86,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09,0.74,-0.14,0.14,0.48,-0.32,-0.33
2020-10-01,2020,10,459671.0,54760.29,156004.0,359556.29,22419.57,210983.0,6693847.57,61780.86,154750.86,1892252.57,436941.0,101551.14,85227.57,166900.86,38796.71,37154.0,1066752.14,70553.14,664141.57,80588.43,94471.0,,38834.0,277193.0,103147.0,,1025776.71,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09,0.74,-0.14,0.14,0.48,-0.32,-0.33
2020-11-01,2020,11,491603.57,71555.29,158246.29,387436.57,34229.0,232556.57,7401001.71,59869.71,185854.57,2105301.0,542446.71,109817.14,85186.29,202471.57,37648.14,40431.71,1079007.29,59489.14,714693.14,84656.57,107309.0,,41121.86,308650.71,109500.29,173819.29,1138286.43,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09,0.74,-0.14,0.14,0.48,-0.32,-0.33
2020-12-01,2020,12,456606.0,91212.0,126297.0,392095.86,49136.86,193320.57,7099557.29,51444.43,206827.71,2115115.57,591090.86,105359.57,83760.0,177802.57,33022.43,39176.0,1043963.57,,696536.43,98807.57,117830.86,,41235.71,320449.14,114931.86,122273.29,1218331.57,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09,0.74,-0.14,0.14,0.48,-0.32,-0.33
2021-01-01,2021,1,490569.14,111541.0,138812.14,371352.14,45453.86,171506.71,7230588.14,60148.57,235917.57,2153711.29,651090.71,89603.0,84208.86,195373.86,11964.57,31321.43,1094105.0,,692710.29,101471.43,115860.0,,37541.14,316241.29,114389.57,110659.29,1286005.86,46500.63,32569.54,,39821.4,27484.94,88262.9,0.98,0.15,0.56,0.64,0.17,0.05
2021-02-01,2021,2,477738.71,114898.86,154664.29,385854.86,48201.0,164132.86,7175437.14,52504.0,243938.71,2276706.0,738483.29,83731.71,82615.57,189286.86,15026.71,35951.86,1124534.14,,667587.86,107120.86,112957.71,,36305.0,338560.86,108066.57,128609.86,1303196.29,47392.26,33216.16,,40463.05,27985.59,,1.23,0.44,0.98,0.81,0.65,0.43
2021-03-01,2021,3,577280.43,120291.86,155824.29,450441.29,44743.0,187533.14,8091289.0,61595.71,289853.29,2692050.14,817745.57,93948.71,,210017.0,14487.43,40619.0,1281293.71,,733445.43,116481.43,139213.71,,43251.57,393915.71,122203.14,147920.71,1362341.29,,33862.78,,41104.7,28486.24,,1.47,0.72,1.4,0.98,1.14,0.82
2021-04-01,2021,4,600057.43,137707.29,189211.14,460550.29,40119.14,211231.29,8147899.29,64112.86,310496.86,,864241.86,110331.43,,214210.43,23657.29,43774.0,1294921.29,,771309.71,115974.86,152419.14,,40828.14,378412.57,120631.14,149405.71,1270021.57,49175.51,34509.4,49422.2,41746.35,28986.88,95132.35,1.71,1.01,1.81,1.14,1.63,1.2
2021-05-01,2021,5,652655.43,203905.43,194683.43,470502.57,49693.57,223490.0,8124956.14,61277.57,338678.14,2800606.43,921069.29,100410.43,,229357.0,32437.43,44548.57,1345242.0,,767612.86,133600.86,150762.71,,43265.86,420803.0,117943.0,120777.71,1291085.0,50067.14,35156.02,50090.39,42388.0,29487.53,97422.17,1.95,1.3,2.23,1.31,2.12,1.59
2021-06-01,2021,6,682557.57,200629.57,213569.29,489873.0,42829.43,215221.57,8344859.0,69835.43,367985.29,2859684.86,938524.29,110584.57,164805.57,239004.43,32952.86,47521.71,1403663.14,,803409.14,152622.29,160053.29,,,439881.43,118735.43,118686.71,1306206.71,50958.77,35802.64,50758.57,43029.66,29988.17,99711.98,2.2,1.59,2.65,1.48,2.61,1.97
2021-07-01,2021,7,816325.57,188152.0,239849.43,512193.29,39300.57,215166.86,9098591.43,78558.43,419793.86,2959587.0,1038572.71,128197.29,183522.57,260849.29,33591.71,49588.71,1531183.86,77399.43,851355.57,156882.86,173015.57,,,483586.71,116056.14,126204.14,1303225.14,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8,2.44,1.87,3.07,1.64,3.09,2.36
2021-08-01,2021,8,755176.57,181308.29,210064.57,496261.29,38840.86,219594.43,8514788.14,67935.43,410061.86,2772961.29,1011289.29,127803.14,190702.86,243260.14,34606.0,55973.86,1440838.43,,823232.86,141656.43,169247.29,,56560.29,473020.71,102405.14,126737.43,1223683.57,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8,2.44,1.87,3.07,1.64,3.09,2.36
2021-09-01,2021,9,762742.57,193189.0,229676.57,476408.71,36840.14,254226.29,8831909.71,75527.57,427059.57,2784071.0,1002425.14,126216.86,212001.57,259366.14,35186.57,51515.57,1445139.14,,839827.43,133912.14,155211.43,,71624.14,486363.29,107367.14,113784.0,1147868.14,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8,2.44,1.87,3.07,1.64,3.09,2.36
2021-10-01,2021,10,767380.29,209062.43,242218.29,498581.29,41651.29,276914.71,8855568.14,76015.29,450813.71,2874907.57,1035685.86,141934.29,227030.29,279316.14,32459.43,58505.86,1423157.29,,901666.0,140786.57,142164.43,48630.0,73460.0,471687.14,102366.29,102057.0,1128109.43,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8,2.44,1.87,3.07,1.64,3.09,2.36
2021-11-01,2021,11,777767.71,197429.29,236217.86,538385.14,40708.14,271754.29,9258982.43,83589.43,517489.71,2955057.57,1037463.0,141832.29,231574.86,312620.29,28536.71,62967.43,1466282.0,,892833.14,139998.57,133064.0,52142.86,88489.71,474225.29,93950.29,103207.57,1137597.71,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8,2.44,1.87,3.07,1.64,3.09,2.36
2021-12-01,2021,12,753501.29,163824.43,243260.14,510279.29,37527.71,237550.86,9028051.29,82845.14,515031.57,3002681.71,966862.86,168179.29,230702.43,292337.29,23677.29,58237.57,1473055.29,,885775.14,133908.14,135558.29,54221.57,96678.57,476046.86,88475.71,128422.0,1143573.57,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8,2.44,1.87,3.07,1.64,3.09,2.36
2022-01-01,2022,1,947075.71,165374.0,246123.57,478226.57,39489.14,243689.57,9136406.14,93149.86,567972.43,3324980.57,924798.29,159551.43,203929.29,275395.29,23061.57,70365.14,1476505.14,,838322.71,109037.14,134024.0,45833.43,90929.43,454919.86,82623.71,106596.57,1064901.29,51575.6,36210.28,51039.78,43273.44,30372.5,102284.87,3.46,2.78,3.61,2.15,3.85,3.14
2022-02-01,2022,2,,190567.43,256698.86,450770.57,28766.86,272406.0,9670368.86,82835.57,583750.57,,893883.43,155994.57,193821.0,290131.86,38123.29,77647.14,1465361.71,,845678.0,135047.29,135051.29,49596.86,118611.57,432700.71,85374.29,105462.0,973232.57,51300.81,35971.31,50652.82,42875.58,30256.17,102567.94,,,4.15,,4.61,
2022-03-01,2022,3,,209654.29,322948.43,507298.86,40678.29,323685.0,,94211.0,640541.29,,947704.57,178018.71,225072.29,397234.29,45038.0,81148.57,1617135.29,,937762.0,,185605.14,40924.29,127499.57,520681.29,108057.43,112508.86,1046915.0,51026.01,35732.33,50265.85,42477.71,30139.85,102851.01,,,,,,
2022-04-01,2022,4,,217798.0,293379.29,547575.29,44271.71,333549.71,,93796.86,662727.43,4625898.0,927700.86,163397.0,213493.57,,,88816.43,,,983098.0,,233167.86,44835.29,134600.43,550310.71,126354.0,115364.71,1187716.86,50751.21,35493.35,49878.89,42079.85,30023.52,103134.08,6.53,5.49,5.24,3.69,6.12,5.47
2022-05-01,2022,5,2255931.43,,296922.57,,45853.43,347090.43,12489730.86,92703.0,680972.14,4869978.57,1005399.29,152823.29,217747.71,532794.71,,78255.86,1855638.0,,895232.43,,256277.29,,141365.57,,152529.43,106782.29,1257813.0,50476.42,35254.38,49491.92,41681.98,29907.19,103417.15,7.55,6.39,5.79,4.2,6.88,6.25
2022-06-01,2022,6,2449164.43,,350927.57,,48893.86,377859.29,12926666.71,88111.57,655212.14,4872576.29,1192703.14,156352.14,212722.0,556930.57,74410.57,74511.29,1942039.57,,921997.29,318570.14,289077.29,,156840.86,641476.14,,120184.86,1373055.86,50201.62,35015.4,49104.96,41284.12,29790.87,103700.22,8.58,7.3,6.33,4.71,7.63,7.03
2022-07-01,2022,7,2602901.14,,348397.0,863281.57,41943.86,458293.43,14044960.0,92357.43,716286.0,5120496.0,1282574.86,156846.0,204000.86,666710.71,87350.0,82499.29,2048747.71,,986122.0,360417.0,318950.43,,172208.0,681193.71,218066.29,104260.43,1302981.86,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29,9.6,8.2,6.87,5.22,8.39,7.81
2022-08-01,2022,8,2436699.57,415645.43,342694.14,884445.43,42834.86,450824.14,13274145.14,76182.71,646759.14,4574579.86,1303987.29,153660.57,200800.43,700123.29,87373.57,80555.43,1876736.57,386339.43,891497.57,361262.14,302769.71,,,645469.71,214733.0,123684.57,1223859.14,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29,9.6,8.2,6.87,5.22,8.39,7.81
2022-09-01,2022,9,2403085.29,405608.43,375175.86,911555.71,46552.71,448351.71,13225754.43,87545.71,638446.14,4529896.71,1395864.0,138301.71,227653.14,802000.29,72037.57,74242.43,1985114.71,410057.57,870689.29,339881.14,297401.43,,,653090.14,218929.57,118836.43,1197335.29,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29,9.6,8.2,6.87,5.22,8.39,7.81
2022-10-01,2022,10,2136094.43,408264.43,371435.57,912167.57,34624.43,382723.14,12608395.86,93829.43,627257.43,4346480.57,1485311.86,144177.57,,809136.14,73379.14,76630.14,2029054.29,410546.29,840316.71,335969.57,272772.14,,,602302.0,205947.86,125209.14,1224331.43,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29,9.6,8.2,6.87,5.22,8.39,7.81
2022-11-01,2022,11,1874756.71,391570.57,378658.86,933266.43,38847.86,364403.0,12703971.86,99415.71,625407.71,4492351.71,1581075.57,178991.57,,884648.14,65860.71,76587.43,2025477.86,432260.86,816584.43,334043.71,282754.86,,,567679.86,186914.71,120462.0,1220751.29,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29,9.6,8.2,6.87,5.22,8.39,7.81
2022-12-01,2022,12,1990925.71,364722.86,371998.0,688439.0,,339145.71,11801740.71,106057.14,561919.29,4264507.29,1403192.43,196411.29,352167.43,826115.86,72482.43,94144.14,1858184.57,395611.29,790453.29,308288.43,282045.0,,,563391.29,164437.0,131870.0,1204519.71,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29,9.6,8.2,6.87,5.22,8.39,7.81
2023-01-01,2023,1,1974013.14,332258.86,330103.14,742117.57,,308678.57,11661386.57,95039.29,570825.86,4238213.14,1216232.43,175878.86,336468.57,854284.0,,89028.71,1740106.29,350948.43,704758.14,269530.29,242738.14,,,515860.43,103172.71,107553.86,1000444.43,,,,,,,,,,,,
2023-02-01,2023,2,2015944.0,300275.71,371506.0,847587.57,,231039.0,11616189.43,,566042.43,4345751.71,1180006.71,165813.43,339060.71,806665.71,,95204.57,1716964.71,247928.14,692865.43,248866.43,205832.29,,,474706.57,114135.14,100805.0,961296.0,,,,,,,,,,,,
2023-03-01,2023,3,2245661.0,314547.43,394899.0,1034302.86,,278363.29,12842222.14,,684812.57,5052470.0,1259071.14,184801.57,371279.0,899246.71,,104172.57,1943695.86,241203.0,798562.14,293528.29,214760.29,,162150.14,581606.86,130639.14,110723.86,1046921.14,,,,,,,,,,,,
2023-04-01,2023,4,2102472.57,387387.57,370235.0,1089259.71,,252925.29,12430264.86,,675044.86,5034161.14,1173140.0,215324.57,348292.71,860560.43,,99785.71,1890480.0,221580.14,825597.29,308863.86,193872.57,,149050.86,601578.43,127728.0,100999.86,1050865.0,,,,,,,,,,,,
2023-05-01,2023,5,2230921.14,431206.43,356918.71,1213072.43,,285905.71,12631678.71,,726207.71,5106848.14,1074923.29,206473.29,245684.14,887493.43,,103045.29,1932440.43,220245.86,825146.71,288357.14,203707.86,,137703.86,612153.0,134835.14,104187.14,993850.14,,,,,,,,,,,,
2023-06-01,2023,6,2320851.14,464457.43,387757.29,1313399.57,,290743.29,12676002.29,,760736.71,5104105.86,1077105.0,199573.86,245123.57,789393.14,,93930.29,1972985.71,214769.86,861571.14,294049.86,154061.0,,124006.0,659723.43,136627.86,94609.43,881476.43,,,,,,,,,,,,
2023-07-01,2023,7,2060081.71,483267.29,375815.86,1492916.57,38155.43,288108.29,13197229.0,,862019.0,5323675.0,1195288.86,181657.29,213953.57,835144.57,,84382.86,1998678.0,250823.29,967211.14,307041.86,141136.14,,119402.14,710399.29,127913.71,93964.0,808244.57,,,,,,,,,,,,
2023-08-01,2023,8,1938652.29,530636.29,,1397687.0,48204.0,269013.43,12147919.71,,810654.0,5051472.86,1161219.71,178933.71,223001.71,735501.14,67399.86,81899.0,1867923.57,226757.0,1056045.14,286642.14,131592.29,,117584.29,668963.0,132611.0,117007.57,842166.57,,,,,,,,,,,,
2023-09-01,2023,9,2031433.43,524149.43,328330.14,1350493.0,51949.43,298836.86,11715993.29,127552.71,834857.86,5112878.0,1194406.71,166679.0,230312.29,739631.29,57368.14,69174.14,1828743.29,200064.57,1091739.71,290963.14,140995.57,,109869.57,706799.0,106536.43,127410.29,777421.0,,,,,,,,,,,,
2023-10-01,2023,10,1932367.57,470122.71,325126.86,1349881.86,53639.14,311388.14,11766508.14,93310.0,781353.57,4978464.71,1255642.86,175539.43,228246.29,640570.86,67481.0,53532.14,1837073.14,213767.43,1143397.57,273012.86,157370.71,,112645.71,661107.71,96392.57,119667.14,791232.0,,,,,,,,,,,,
2023-11-01,2023,11,2064428.57,432312.71,337279.57,1376069.29,67438.0,310045.29,12052655.57,80527.71,794358.0,4895411.14,1286125.71,147908.86,240639.14,607314.29,68259.43,53467.71,1721866.14,218016.86,1222411.71,278749.43,171157.71,,115035.57,695589.71,99275.29,165140.57,804454.86,,,,,,,,,,,,
2023-12-01,2023,12,1993139.43,436988.29,311806.86,1267629.71,72074.57,300974.0,11334682.71,81754.29,779722.86,4707401.29,1244700.57,143364.14,238977.14,489252.0,65857.86,42275.71,1587472.14,190549.71,1237918.43,266249.14,143323.57,,115666.57,708082.86,93648.57,173692.29,850163.14,,,,,,,,,,,,
2024-01-01,2024,1,,457626.0,,1252320.0,,,,,,,1163433.57,,,,44740.29,,,151490.57,,,,,,,,,802138.86,,,,,,,,,,,,
